Ensembl Gene ID	Associated Gene Name
ENSGALG00000018778	NP_001026574.1
ENSGALG00000006348	RAPGEF3
ENSGALG00000024398	
ENSGALG00000000626	
ENSGALG00000000629	NDUFA7
ENSGALG00000024397	
ENSGALG00000021688	NP_001038110.1
ENSGALG00000001803	IWS1
ENSGALG00000000661	
ENSGALG00000000722	
ENSGALG00000006353	
ENSGALG00000001936	XR_026885.1
ENSGALG00000024396	NDF4_CHICK
ENSGALG00000014634	PME17_CHICK
ENSGALG00000005980	PA2G4P4
ENSGALG00000005898	DND1
ENSGALG00000021559	CD14
ENSGALG00000000833	NP_001006145.1
ENSGALG00000024395	
ENSGALG00000000726	NP_990164.1
ENSGALG00000012169	
ENSGALG00000000842	NDUFA2
ENSGALG00000018666	
ENSGALG00000000846	TMCO6
ENSGALG00000018943	
ENSGALG00000000736	MATK
ENSGALG00000000851	SLC35A4
ENSGALG00000018947	NP_001001195.1
ENSGALG00000024394	
ENSGALG00000000852	TMEM173
ENSGALG00000000861	UBE2D2
ENSGALG00000000884	CXXC5
ENSGALG00000021557	
ENSGALG00000000899	XR_026884.1
ENSGALG00000001995	LIMS2
ENSGALG00000000917	XR_026887.1
ENSGALG00000013431	RX1_CHICK
ENSGALG00000024393	PURA
ENSGALG00000000946	PFDN1
ENSGALG00000000740	APBA3
ENSGALG00000000949	NP_990180.1
ENSGALG00000002007	GPR17
ENSGALG00000001045	
ENSGALG00000024392	
ENSGALG00000002043	WDR33
ENSGALG00000002349	NP_001001313.1
ENSGALG00000002057	POLR2D
ENSGALG00000000784	PIP5K1C
ENSGALG00000002061	AMMECR1L
ENSGALG00000002070	SP130_CHICK
ENSGALG00000010249	
ENSGALG00000001099	ANKHD1
ENSGALG00000010250	K2CO_CHICK
ENSGALG00000024391	
ENSGALG00000000795	C19orf28
ENSGALG00000001836	PIAS4
ENSGALG00000024390	
ENSGALG00000001830	EF2_CHICK
ENSGALG00000001113	SRA1
ENSGALG00000001132	APBB3
ENSGALG00000024389	
ENSGALG00000021472	
ENSGALG00000000319	
ENSGALG00000000366	KS6AA_CHICK
ENSGALG00000002634	HDAC3_CHICK
ENSGALG00000001812	ATCAY
ENSGALG00000024388	
ENSGALG00000010252	
ENSGALG00000002155	H6ST1_CHICK
ENSGALG00000024387	BCDIN3D
ENSGALG00000024386	
ENSGALG00000002169	PKHB2_CHICK
ENSGALG00000010254	FAIM2
ENSGALG00000001806	Q8UVZ3_CHICK
ENSGALG00000021647	A2PYM3_CHICK
ENSGALG00000001800	DUS3L
ENSGALG00000024385	
ENSGALG00000002172	FAM168B
ENSGALG00000021221	
ENSGALG00000024384	Q9YGR5_CHICK
ENSGALG00000002193	
ENSGALG00000024383	
ENSGALG00000024382	
ENSGALG00000002622	FCHSD1
ENSGALG00000005106	C1orf25
ENSGALG00000021648	
ENSGALG00000024381	
ENSGALG00000010260	AQP2
ENSGALG00000001773	RFX2
ENSGALG00000000372	HMGN2_CHICK
ENSGALG00000002720	Q683N0_CHICK
ENSGALG00000002202	GPR148
ENSGALG00000002263	NP_001026474.1
ENSGALG00000000385	DHDDS
ENSGALG00000024380	
ENSGALG00000005117	C1orf26
ENSGALG00000008423	
ENSGALG00000005124	IVNS1ABP
ENSGALG00000000388	LN28A_CHICK
ENSGALG00000002570	
ENSGALG00000002562	ARAP3
ENSGALG00000000509	AIM1L
ENSGALG00000001749	NP_001012864.1
ENSGALG00000002277	NP_001026475.1
ENSGALG00000000519	UBXN11
ENSGALG00000002577	STARD10
ENSGALG00000000527	
ENSGALG00000005141	XR_026843.1
ENSGALG00000021697	CCDC21
ENSGALG00000002553	NP_001039292.1
ENSGALG00000001596	MLLT1
ENSGALG00000002544	PCDH12
ENSGALG00000024379	
ENSGALG00000000547	
ENSGALG00000000542	NP_001006307.1
ENSGALG00000002528	NP_001020780.1
ENSGALG00000002302	YEATS2
ENSGALG00000001592	ACER1
ENSGALG00000000548	MATN1_CHICK
ENSGALG00000000495	MCRS1
ENSGALG00000001580	AN32B_CHICK
ENSGALG00000002513	SLC23A1
ENSGALG00000002488	PAIP2_CHICK
ENSGALG00000000562	LAPTM5
ENSGALG00000015962	
ENSGALG00000002315	PARL
ENSGALG00000024378	ZNF414
ENSGALG00000001571	MYO1F
ENSGALG00000002478	NP_989478.1
ENSGALG00000000467	SPATS2
ENSGALG00000000484	TMEM194A
ENSGALG00000000569	SDC3_CHICK
ENSGALG00000000489	NACA
ENSGALG00000002334	
ENSGALG00000000399	DUSP28
ENSGALG00000021188	
ENSGALG00000002342	GPC1_CHICK
ENSGALG00000024377	Q5ZI53_CHICK
ENSGALG00000001813	XR_026637.1
ENSGALG00000000597	NP_001012858.1
ENSGALG00000001825	FAM13C
ENSGALG00000000496	TEBP_CHICK
ENSGALG00000024376	
ENSGALG00000001544	ADAMTS10
ENSGALG00000002457	SIL1
ENSGALG00000001832	PHYHIP
ENSGALG00000006724	
ENSGALG00000006714	NP_001006546.1
ENSGALG00000002447	CTNNA1
ENSGALG00000018284	gga-mir-128-2
ENSGALG00000001847	BICC1
ENSGALG00000012494	A5HUM9_CHICK
ENSGALG00000001854	
ENSGALG00000001486	ZAP70
ENSGALG00000024375	
ENSGALG00000001870	
ENSGALG00000019830	Q52UP6_CHICK
ENSGALG00000024374	Q401S4_CHICK
ENSGALG00000019831	A5HUM7_CHICK
ENSGALG00000000182	A5HUM6_CHICK
ENSGALG00000001879	GRID1
ENSGALG00000010153	A5HUM5_CHICK
ENSGALG00000000604	NKAIN1
ENSGALG00000006704	VPS8
ENSGALG00000000812	OAZ_CHICK
ENSGALG00000024373	
ENSGALG00000024372	Q5XXX9_CHICK
ENSGALG00000000181	A5HUM1_CHICK
ENSGALG00000001907	WAPAL
ENSGALG00000024371	
ENSGALG00000019832	
ENSGALG00000000178	NP_001038148.1
ENSGALG00000001440	
ENSGALG00000001414	
ENSGALG00000002455	LRRTM2
ENSGALG00000024370	
ENSGALG00000002363	GRP75_CHICK
ENSGALG00000014589	
ENSGALG00000000803	
ENSGALG00000000806	LINGO3
ENSGALG00000024369	
ENSGALG00000001934	NP_001038118.1
ENSGALG00000006680	EHHADH
ENSGALG00000000807	
ENSGALG00000000810	C19orf35
ENSGALG00000000618	NP_996861.1
ENSGALG00000000819	
ENSGALG00000000827	Q0P0G6_CHICK
ENSGALG00000006655	MAP3K13
ENSGALG00000000166	A5HUL8_CHICK
ENSGALG00000001977	LDB3
ENSGALG00000024368	
ENSGALG00000000835	NM_001031503.1
ENSGALG00000000162	A5HUL7_CHICK
ENSGALG00000000158	A5HUL6_CHICK
ENSGALG00000021679	Q65CJ9_CHICK
ENSGALG00000024367	
ENSGALG00000024366	
ENSGALG00000008022	TPSN_CHICK
ENSGALG00000006649	TMEM41A
ENSGALG00000000843	DOT1L
ENSGALG00000002003	NP_990688.1
ENSGALG00000006645	LIPH
ENSGALG00000025407	U6
ENSGALG00000025408	
ENSGALG00000017808	snoU83B
ENSGALG00000000141	NP_001038144.1
ENSGALG00000000156	A5HUL1_CHICK
ENSGALG00000021685	NM_001030890.1
ENSGALG00000000635	HIVEP3
ENSGALG00000006632	CEP63
ENSGALG00000000996	AP3D1
ENSGALG00000002262	ETF1
ENSGALG00000000667	EDN2
ENSGALG00000006624	KY
ENSGALG00000014291	
ENSGALG00000000672	SCMH1
ENSGALG00000002012	MMRN2
ENSGALG00000002015	NP_990003.1
ENSGALG00000002229	NP_001034351.1
ENSGALG00000006609	EPHB1
ENSGALG00000002020	DHE3_CHICK
ENSGALG00000000136	NM_001044682.1
ENSGALG00000024365	Q3LUJ2_CHICK
ENSGALG00000000126	
ENSGALG00000000675	CTPS
ENSGALG00000000123	
ENSGALG00000019834	
ENSGALG00000000122	GBLP_CHICK
ENSGALG00000002037	
ENSGALG00000002208	
ENSGALG00000000678	NP_990049.1
ENSGALG00000021494	
ENSGALG00000002203	NP_990045.1
ENSGALG00000024364	
ENSGALG00000000698	
ENSGALG00000003845	MKNK2
ENSGALG00000002046	SYT15
ENSGALG00000000720	
ENSGALG00000001019	BTBD2
ENSGALG00000002197	NPM_CHICK
ENSGALG00000002048	GRIN2_CHICK
ENSGALG00000002066	NP_001006495.1
ENSGALG00000001030	SCAMP4
ENSGALG00000001035	
ENSGALG00000018810	
ENSGALG00000024363	
ENSGALG00000001043	
ENSGALG00000000723	STX12
ENSGALG00000002089	
ENSGALG00000018150	
ENSGALG00000002117	PARG
ENSGALG00000006600	A4GNT
ENSGALG00000006597	DZIP1L
ENSGALG00000000729	NP_001026062.1
ENSGALG00000006593	CLDN18
ENSGALG00000001084	ATP8B3
ENSGALG00000024986	SNORD42
ENSGALG00000002266	OGDHL
ENSGALG00000017372	SOX14_CHICK
ENSGALG00000000731	C1orf38
ENSGALG00000006574	CRYGS
ENSGALG00000000734	NP_001026063.1
ENSGALG00000006566	NP_001006545.1
ENSGALG00000024362	
ENSGALG00000006564	DNAJB11
ENSGALG00000000737	SMPDL3B
ENSGALG00000000739	NP_001038158.1
ENSGALG00000000777	EYA3_CHICK
ENSGALG00000006547	NP_001029992.1
ENSGALG00000019835	NP_001025843.1
ENSGALG00000006543	Q8AYP9_CHICK
ENSGALG00000018174	
ENSGALG00000000117	NP_001025842.1
ENSGALG00000024361	
ENSGALG00000024360	NM_001006196.1
ENSGALG00000025324	
ENSGALG00000025325	
ENSGALG00000025326	gga-mir-1560
ENSGALG00000023883	
ENSGALG00000023892	
ENSGALG00000000115	NP_989852.1
ENSGALG00000000107	TRIM7
ENSGALG00000002191	TLX3_CHICK
ENSGALG00000002190	
ENSGALG00000002184	RANBP17
ENSGALG00000000783	PTAFR
ENSGALG00000000790	DNAJC8
ENSGALG00000002161	
ENSGALG00000002152	GABRP
ENSGALG00000002289	NP_989941.1
ENSGALG00000025332	gga-mir-1695
ENSGALG00000018244	gga-mir-125b
ENSGALG00000000081	A5HUJ8_CHICK
ENSGALG00000021678	ATPIF1
ENSGALG00000000814	NP_001006309.2
ENSGALG00000002132	KCNIP1
ENSGALG00000011997	
ENSGALG00000019836	ZNF692
ENSGALG00000002118	NP_989933.1
ENSGALG00000002113	NP_990032.1
ENSGALG00000019837	KIFC1
ENSGALG00000013101	NP_990767.1
ENSGALG00000021269	NP_996865.1
ENSGALG00000002299	NP_001026387.1
ENSGALG00000002105	FOXI1
ENSGALG00000006539	NP_001006544.1
ENSGALG00000002303	XR_026892.1
ENSGALG00000002080	DOCK2
ENSGALG00000002307	LRRC22
ENSGALG00000024359	
ENSGALG00000002314	NP_001001759.1
ENSGALG00000024358	
ENSGALG00000024357	NP_001026980.1
ENSGALG00000024356	
ENSGALG00000000820	HTR1D
ENSGALG00000006531	NP_990009.1
ENSGALG00000000821	LUZP1
ENSGALG00000000840	AOF2
ENSGALG00000024355	
ENSGALG00000001096	UQCR
ENSGALG00000001101	Q5ZLX8_CHICK
ENSGALG00000000855	ZMPSTE24
ENSGALG00000001106	MEX3D
ENSGALG00000001108	MIER2
ENSGALG00000021262	GHITM
ENSGALG00000006523	XR_026995.1
ENSGALG00000000862	RLF
ENSGALG00000001121	NP_989860.1
ENSGALG00000002327	NRG3
ENSGALG00000024354	CFB
ENSGALG00000021361	
ENSGALG00000000869	NP_001006310.1
ENSGALG00000024353	
ENSGALG00000002370	SH2D4B
ENSGALG00000002395	
ENSGALG00000024352	
ENSGALG00000024351	
ENSGALG00000002414	NP_001026389.1
ENSGALG00000024350	
ENSGALG00000024349	
ENSGALG00000001126	Q5R1T0_CHICK
ENSGALG00000000881	GPATCH3
ENSGALG00000006496	SENP2
ENSGALG00000024348	XR_027203.1
ENSGALG00000000887	Q5ILG8_CHICK
ENSGALG00000000895	NUDC_CHICK
ENSGALG00000006483	AMOTL2
ENSGALG00000006488	Q9YI44_CHICK
ENSGALG00000001146	UBXN6
ENSGALG00000024347	
ENSGALG00000002421	XR_026656.1
ENSGALG00000000902	C1orf172
ENSGALG00000024346	FAM46B
ENSGALG00000000921	NP_001038108.1
ENSGALG00000021504	
ENSGALG00000000271	C2CD2L
ENSGALG00000001942	CCDC99
ENSGALG00000006471	SLCO2A1
ENSGALG00000001218	
ENSGALG00000001171	SEMA6B
ENSGALG00000001131	
ENSGALG00000024345	
ENSGALG00000001235	ANKRD24
ENSGALG00000000943	WDTC1
ENSGALG00000025039	SNORD58
ENSGALG00000001916	Q90Z43_CHICK
ENSGALG00000017674	
ENSGALG00000000285	DPAGT1
ENSGALG00000024344	
ENSGALG00000001245	NP_001034409.1
ENSGALG00000002796	
ENSGALG00000024343	
ENSGALG00000024342	
ENSGALG00000006453	TRFE_CHICK
ENSGALG00000024341	Q802S8_CHICK
ENSGALG00000024340	
ENSGALG00000002426	EXOSC3
ENSGALG00000024339	
ENSGALG00000000955	TMEM222
ENSGALG00000024338	
ENSGALG00000000291	HMBS
ENSGALG00000002432	DYDC1
ENSGALG00000001252	CREB3L3
ENSGALG00000002479	MAT1A
ENSGALG00000000139	
ENSGALG00000013409	
ENSGALG00000001267	MP2K2_CHICK
ENSGALG00000014065	FA76A_CHICK
ENSGALG00000004772	Q6X3Y9_CHICK
ENSGALG00000002835	NTAN1
ENSGALG00000002614	Q6X3Z1_CHICK
ENSGALG00000002493	
ENSGALG00000024337	
ENSGALG00000002496	NP_001034255.1
ENSGALG00000002503	NP_989937.1
ENSGALG00000000300	VPS11
ENSGALG00000002871	PHACTR4
ENSGALG00000002507	NP_989680.1
ENSGALG00000024336	
ENSGALG00000001273	FAM148C
ENSGALG00000002862	XR_026846.1
ENSGALG00000002525	NP_001026390.1
ENSGALG00000000200	Q31411_CHICK
ENSGALG00000000199	HB2L_CHICK
ENSGALG00000018603	
ENSGALG00000005562	
ENSGALG00000001317	NP_001034410.1
ENSGALG00000024335	
ENSGALG00000010966	OPRD1
ENSGALG00000000312	SIK2
ENSGALG00000000959	XR_026936.1
ENSGALG00000001895	PANK3
ENSGALG00000000014	
ENSGALG00000000981	GMEB1
ENSGALG00000024334	
ENSGALG00000002873	RSL1D1
ENSGALG00000000986	
ENSGALG00000001874	
ENSGALG00000000991	NP_001026065.1
ENSGALG00000010422	FEZ1
ENSGALG00000002910	Q5ZLF1_CHICK
ENSGALG00000009227	CDC34
ENSGALG00000006440	
ENSGALG00000006436	
ENSGALG00000024333	
ENSGALG00000024332	
ENSGALG00000001328	BSG
ENSGALG00000000020	
ENSGALG00000006426	PAK2
ENSGALG00000001850	SYRC_CHICK
ENSGALG00000000033	NP_001006305.1
ENSGALG00000000994	RAB42
ENSGALG00000002543	CSGALNACT2
ENSGALG00000000998	FAM54B
ENSGALG00000001342	HCN2
ENSGALG00000000316	NP_989557.1
ENSGALG00000002555	NP_990521.1
ENSGALG00000024331	
ENSGALG00000024330	
ENSGALG00000002918	
ENSGALG00000001003	SEPN1
ENSGALG00000001377	POLRMT
ENSGALG00000002924	SNX29
ENSGALG00000006408	PIGX
ENSGALG00000000085	NP_001026053.1
ENSGALG00000001038	MAN1C1
ENSGALG00000002940	CPPED1
ENSGALG00000002946	
ENSGALG00000002981	Q5ZJP8_CHICK
ENSGALG00000000356	SLC37A2
ENSGALG00000024329	
ENSGALG00000001385	FGF22
ENSGALG00000006405	C3orf34
ENSGALG00000006402	LRRC33
ENSGALG00000001051	LDLRAP1
ENSGALG00000006398	FBXO45
ENSGALG00000001399	NP_001006338.1
ENSGALG00000001826	WWC1
ENSGALG00000006395	WDR53
ENSGALG00000006392	RNF168
ENSGALG00000006385	UBXN7
ENSGALG00000001067	NP_001026066.2
ENSGALG00000003026	MKL2
ENSGALG00000006375	TM4SF19
ENSGALG00000024328	FSTL3
ENSGALG00000006361	NEU4
ENSGALG00000006354	GAL3ST2
ENSGALG00000001842	PRSSL1
ENSGALG00000006347	
ENSGALG00000002624	
ENSGALG00000001215	NP_989798.1
ENSGALG00000003048	
ENSGALG00000003091	NP_001025800.1
ENSGALG00000001233	NM_204467.1
ENSGALG00000000412	
ENSGALG00000001768	Q9DER5-2
ENSGALG00000024327	
ENSGALG00000000421	HEPACAM
ENSGALG00000000098	ANTXR1
ENSGALG00000006317	NP_001026483.1
ENSGALG00000000850	ROBO4
ENSGALG00000001898	C19orf21
ENSGALG00000001962	NP_001026106.1
ENSGALG00000013448	Q0PVE5_CHICK
ENSGALG00000021448	ROBO3
ENSGALG00000003111	BFAR
ENSGALG00000021314	
ENSGALG00000001241	TMEM50A
ENSGALG00000003143	ZC3H7A
ENSGALG00000021444	CK061_CHICK
ENSGALG00000021664	RUNX3
ENSGALG00000006305	Q5ZMV6_CHICK
ENSGALG00000021446	
ENSGALG00000000957	ESAM
ENSGALG00000000114	GKN1
ENSGALG00000000119	GKN2
ENSGALG00000013639	SYF2
ENSGALG00000021443	PANX3
ENSGALG00000000120	Q70GM8_CHICK
ENSGALG00000024326	RPUSD4
ENSGALG00000000132	NP_001026054.1
ENSGALG00000002638	
ENSGALG00000006298	ATG4B_CHICK
ENSGALG00000000962	PUS3
ENSGALG00000024325	HYLS1
ENSGALG00000003154	TXNDC11
ENSGALG00000001251	
ENSGALG00000000939	CDON
ENSGALG00000001262	CLIC4
ENSGALG00000002664	NP_001012921.1
ENSGALG00000001969	
ENSGALG00000000165	CDS2
ENSGALG00000001978	MED16
ENSGALG00000024324	SNN
ENSGALG00000003217	LITAF_CHICK
ENSGALG00000003378	USP36
ENSGALG00000001998	C19orf22
ENSGALG00000024323	
ENSGALG00000003391	NP_989979.1
ENSGALG00000001750	MAT2B
ENSGALG00000006283	
ENSGALG00000000970	CHK1_CHICK
ENSGALG00000021637	Q5ZI63_CHICK
ENSGALG00000002029	C19orf6
ENSGALG00000001005	Q5ZLA7_CHICK
ENSGALG00000001739	HMMR
ENSGALG00000002453	ABCA7
ENSGALG00000000169	PCNA_CHICK
ENSGALG00000018168	
ENSGALG00000001310	TRNAU1AP
ENSGALG00000006262	ESPNL
ENSGALG00000006260	KLHL30
ENSGALG00000024322	ANKRD61
ENSGALG00000002686	ECD
ENSGALG00000003400	JTV1
ENSGALG00000024321	
ENSGALG00000002559	HMHA1
ENSGALG00000024320	
ENSGALG00000001329	41_CHICK
ENSGALG00000003430	XR_026668.1
ENSGALG00000006253	ILKAP
ENSGALG00000001726	NUDCD2
ENSGALG00000001718	CCNG1
ENSGALG00000002693	FAM149B1
ENSGALG00000001706	GBRG2_CHICK
ENSGALG00000006221	KIF1A
ENSGALG00000002701	DNAJC9
ENSGALG00000000171	CT030_CHICK
ENSGALG00000002591	POLR2E
ENSGALG00000002703	NP_989431.1
ENSGALG00000024319	
ENSGALG00000000195	SLC23A2
ENSGALG00000001698	GBRA1_CHICK
ENSGALG00000001018	NP_001006316.1
ENSGALG00000003440	
ENSGALG00000024318	TMEM200B
ENSGALG00000021213	UBE2D1
ENSGALG00000001345	
ENSGALG00000002705	CISD1
ENSGALG00000002710	IPMK
ENSGALG00000003458	NP_001006158.1
ENSGALG00000024317	C15orf48
ENSGALG00000024316	
ENSGALG00000001411	SFRS4
ENSGALG00000024315	
ENSGALG00000002744	Q0ZM14_CHICK
ENSGALG00000001695	GBRA6_CHICK
ENSGALG00000024314	
ENSGALG00000001426	MECR
ENSGALG00000024313	
ENSGALG00000024312	
ENSGALG00000001033	FOXRED1
ENSGALG00000000206	NP_001026055.1
ENSGALG00000001443	NP_989823.1
ENSGALG00000024311	
ENSGALG00000002595	NM_204220.1
ENSGALG00000002672	SBNO2
ENSGALG00000024310	
ENSGALG00000001690	Q90591_CHICK
ENSGALG00000003462	PRVU_CHICK
ENSGALG00000021286	
ENSGALG00000024309	
ENSGALG00000002757	Q0ZM05_CHICK
ENSGALG00000001053	NP_001034366.1
ENSGALG00000003465	PRVT_CHICK
ENSGALG00000002769	DNAJC12
ENSGALG00000001662	ATP10B
ENSGALG00000002845	CTNNA3
ENSGALG00000003479	LMTK2
ENSGALG00000003482	BHLHA15
ENSGALG00000003507	TECPR1
ENSGALG00000000209	PRIO_CHICK
ENSGALG00000002864	LRRTM3
ENSGALG00000021176	
ENSGALG00000002892	
ENSGALG00000001070	NP_001041731.1
ENSGALG00000024308	
ENSGALG00000000221	PROM2
ENSGALG00000002694	STK11_CHICK
ENSGALG00000001077	NP_001020000.1
ENSGALG00000000227	DPYL2_CHICK
ENSGALG00000001082	DCPS
ENSGALG00000020943	XR_026721.1
ENSGALG00000002904	REEP3
ENSGALG00000015203	CAMK4
ENSGALG00000002942	JMJD1C
ENSGALG00000001506	
ENSGALG00000001100	Q5QQ39_CHICK
ENSGALG00000001500	SLU7_CHICK
ENSGALG00000021281	BRI3P1
ENSGALG00000003548	BAIAP2L1
ENSGALG00000006044	C2orf54
ENSGALG00000024307	
ENSGALG00000009709	
ENSGALG00000006039	XR_027037.1
ENSGALG00000001129	KIRREL3
ENSGALG00000002959	NRBF2
ENSGALG00000024306	
ENSGALG00000003562	NPTX2
ENSGALG00000002961	
ENSGALG00000009703	
ENSGALG00000002967	ZNF365
ENSGALG00000002980	PLEKHK1
ENSGALG00000024305	
ENSGALG00000006016	PASK
ENSGALG00000024304	GAMT
ENSGALG00000003569	TMEM130
ENSGALG00000024303	
ENSGALG00000024302	
ENSGALG00000001137	
ENSGALG00000002991	ARI5B_CHICK
ENSGALG00000015200	NP_001026599.1
ENSGALG00000001138	
ENSGALG00000001143	ETS1B_CHICK
ENSGALG00000001471	C1QTNF2
ENSGALG00000018250	gga-mir-20a
ENSGALG00000001455	CCNJL
ENSGALG00000003013	C10orf107
ENSGALG00000005832	PPP1R7
ENSGALG00000001445	FABP6
ENSGALG00000003032	TMEM26
ENSGALG00000001436	PWWP2A
ENSGALG00000018052	
ENSGALG00000001429	TTC1
ENSGALG00000003073	RHOBTB1
ENSGALG00000015195	RS15_CHICK
ENSGALG00000000231	NP_001026056.1
ENSGALG00000024301	
ENSGALG00000001161	NP_001026079.1
ENSGALG00000001451	
ENSGALG00000001453	GRRP1
ENSGALG00000001463	PDIK1L
ENSGALG00000024300	
ENSGALG00000003085	CDC2_CHICK
ENSGALG00000024299	
ENSGALG00000015192	GZMM
ENSGALG00000001416	Q804K1_CHICK
ENSGALG00000001383	Q5MQR1_CHICK
ENSGALG00000015189	
ENSGALG00000001167	KCNJ1
ENSGALG00000024298	ADAMTSL5
ENSGALG00000001181	O57651_CHICK
ENSGALG00000001409	NP_998736.1
ENSGALG00000001475	STMN1_CHICK
ENSGALG00000001192	
ENSGALG00000005823	VIGLN_CHICK
ENSGALG00000002902	
ENSGALG00000002928	NP_001012570.1
ENSGALG00000000235	NP_001026057.1
ENSGALG00000001197	NP_990227.1
ENSGALG00000001203	
ENSGALG00000024297	
ENSGALG00000002969	KIAA0892
ENSGALG00000024296	
ENSGALG00000001250	Q5ZMI6_CHICK
ENSGALG00000021147	
ENSGALG00000003611	
ENSGALG00000003135	Q90717_CHICK
ENSGALG00000000546	
ENSGALG00000003615	
ENSGALG00000003618	
ENSGALG00000003640	
ENSGALG00000009680	PAQR7
ENSGALG00000024295	MYCBP
ENSGALG00000001487	NP_001026067.1
ENSGALG00000000242	Q6RUW0_CHICK
ENSGALG00000024294	
ENSGALG00000002808	ADRB2
ENSGALG00000003642	NP_989637.1
ENSGALG00000014590	
ENSGALG00000001502	UTP11L
ENSGALG00000003000	
ENSGALG00000018651	RFXANK
ENSGALG00000014581	
ENSGALG00000001516	FHL3
ENSGALG00000002790	ABLIM3
ENSGALG00000003675	PRKAR1B
ENSGALG00000024293	
ENSGALG00000001540	Q5F387_CHICK
ENSGALG00000001278	PRDM10
ENSGALG00000005809	SEPT2
ENSGALG00000024292	
ENSGALG00000024291	
ENSGALG00000002621	SLC25A42
ENSGALG00000000272	CDCA2
ENSGALG00000003024	ARMC6
ENSGALG00000000275	NP_001012857.1
ENSGALG00000005788	FARP2
ENSGALG00000003684	HEATR2
ENSGALG00000003781	UNC84A
ENSGALG00000003058	
ENSGALG00000001331	ST14
ENSGALG00000000277	GON1_CHICK
ENSGALG00000000311	DOCK5
ENSGALG00000002673	GRPEL2
ENSGALG00000003074	HOMER3
