Ensembl Gene ID	Associated Gene Name
ENSMUSG00000068492	AC168061.3
ENSMUSG00000049167	AC126457.3
ENSMUSG00000043870	CT009567.9-1
ENSMUSG00000075285	AC154608.3
ENSMUSG00000047112	AC124681.3
ENSMUSG00000075228	AC154188.2-1
ENSMUSG00000075147	AC120020.9-1
ENSMUSG00000068292	AC102503.8
ENSMUSG00000075071	AC127592.6
ENSMUSG00000048087	AC139039.9
ENSMUSG00000048164	CT010584.19-1
ENSMUSG00000061501	AC121290.6
ENSMUSG00000047016	AC154309.1-1
ENSMUSG00000050299	AC145744.3
ENSMUSG00000052462	AC122281.2-1
ENSMUSG00000074942	AC122281.2-2
ENSMUSG00000071476	AC122353.5
ENSMUSG00000068078	AC125199.3-1
ENSMUSG00000060691	AC140194.2-1
ENSMUSG00000060469	AC140194.2-2
ENSMUSG00000062996	AC140194.2-3
ENSMUSG00000062433	AC121818.3-1
ENSMUSG00000057358	AC034116.10-1
ENSMUSG00000041929	CT573086.9-1
ENSMUSG00000059132	CT009632.14
ENSMUSG00000068141	AC110534.11-1
ENSMUSG00000044697	AC110534.11-2
ENSMUSG00000023916	AC165953.3
ENSMUSG00000052901	AC163715.5
ENSMUSG00000068120	AC168063.3
ENSMUSG00000051639	AC154650.2-1
ENSMUSG00000058542	AC154650.2-2
ENSMUSG00000068090	AC092481.28
ENSMUSG00000079315	AC183097.2
ENSMUSG00000073466	AC158530.2
ENSMUSG00000079314	AL589878.12-1
ENSMUSG00000079313	AC166110.3-1
ENSMUSG00000079312	AC166110.3-2
ENSMUSG00000073456	AC174800.2-1
ENSMUSG00000079311	CT009534.18
ENSMUSG00000058645	CT033750.18
ENSMUSG00000079310	AC154306.3
ENSMUSG00000043801	AC154200.1
ENSMUSG00000051878	AC151987.4
ENSMUSG00000067951	AC107868.9
ENSMUSG00000067949	AC109204.21
ENSMUSG00000049202	CT009755.8-1
ENSMUSG00000047189	CT009755.8-2
ENSMUSG00000073447	CT009755.8-3
ENSMUSG00000067722	AC130711.3
ENSMUSG00000049124	AC140047.8-1
ENSMUSG00000073428	AC167363.3-1
ENSMUSG00000071170	AC167363.3-2
ENSMUSG00000079308	CT033756.22-1
ENSMUSG00000079307	CT033756.22-2
ENSMUSG00000067416	CT030734.24
ENSMUSG00000079306	CR974466.14-1
ENSMUSG00000049832	CR974451.9-1
ENSMUSG00000060087	CT030728.6-1
ENSMUSG00000067192	AC116130.15-1
ENSMUSG00000051655	AC116130.15-2
ENSMUSG00000059219	CR974439.10-1
ENSMUSG00000055340	CR974439.10-2
ENSMUSG00000067189	CR974430.11
ENSMUSG00000045999	CT010467.6-1
ENSMUSG00000045842	AC126409.8
ENSMUSG00000044887	AC164546.2
ENSMUSG00000067093	AC122481.3
ENSMUSG00000079305	AC165960.4
ENSMUSG00000046952	AC107765.9
ENSMUSG00000046216	AC134243.3-1
ENSMUSG00000047169	AC119957.9-1
ENSMUSG00000066958	CT025709.6
ENSMUSG00000037064	AC154366.2
ENSMUSG00000054957	AC169501.2
ENSMUSG00000071040	AC163903.4
ENSMUSG00000066898	AC154236.2-1
ENSMUSG00000071035	AC127695.3
ENSMUSG00000066878	AC154338.2
ENSMUSG00000043273	AC034255.4
ENSMUSG00000049365	AC068500.4
ENSMUSG00000048365	AC162391.9
ENSMUSG00000052419	AC113309.7
ENSMUSG00000071568	AC136215.5-1
ENSMUSG00000071564	AC122464.3-1
ENSMUSG00000071563	AC122464.3-2
ENSMUSG00000048022	AC159150.5
ENSMUSG00000052894	AC153820.4-1
ENSMUSG00000080242	AC153623.8
ENSMUSG00000057696	AC127273.3
ENSMUSG00000076461	AC161887.5
ENSMUSG00000076462	AC153851.27-1
ENSMUSG00000076463	AC153851.27-2
ENSMUSG00000076464	AC153851.27-3
ENSMUSG00000076465	AC153851.27-4
ENSMUSG00000076466	AC153851.27-5
ENSMUSG00000076467	AC153851.27-6
ENSMUSG00000076468	AC153851.27-7
ENSMUSG00000076469	AC153851.27-8
ENSMUSG00000076470	AC153851.27-9
ENSMUSG00000076471	AC153851.27-10
ENSMUSG00000076472	AC153851.27-11
ENSMUSG00000076473	AC153851.27-12
ENSMUSG00000076474	AC125228.4-1
ENSMUSG00000076475	AC125228.4-2
ENSMUSG00000076476	AC125228.4-3
ENSMUSG00000076477	AC125228.4-4
ENSMUSG00000076478	AC125228.4-5
ENSMUSG00000076479	AC125228.4-6
ENSMUSG00000079233	AC125228.4-7
ENSMUSG00000076480	AC125228.4-8
ENSMUSG00000076481	AC125228.4-9
ENSMUSG00000076482	AC117678.16-1
ENSMUSG00000076483	AC117678.16-2
ENSMUSG00000076484	AC117678.16-3
ENSMUSG00000076485	AC117678.16-4
ENSMUSG00000076486	AC117678.16-5
ENSMUSG00000076487	AC117678.16-6
ENSMUSG00000076488	AC117678.16-7
ENSMUSG00000076489	AC117678.16-8
ENSMUSG00000076490	AC117678.16-9
ENSMUSG00000076491	AC117678.16-10
ENSMUSG00000076492	AC117678.16-11
ENSMUSG00000076493	AC117678.16-12
ENSMUSG00000076494	AC117678.16-13
ENSMUSG00000076495	AC117678.16-14
ENSMUSG00000076496	AC117678.16-15
ENSMUSG00000076497	AC117678.16-16
ENSMUSG00000076498	Tcrb-V13
ENSMUSG00000076499	AC117678.16-17
ENSMUSG00000076500	AC158671.3
ENSMUSG00000052241	AC154014.4
ENSMUSG00000045359	AC166252.18-1
ENSMUSG00000068545	AC154013.4-1
ENSMUSG00000044211	AC154013.4-2
ENSMUSG00000068537	AC159547.4
ENSMUSG00000056583	AC015583.34-1
ENSMUSG00000059159	AC113985.11
ENSMUSG00000043496	AC079130.4-1
ENSMUSG00000044089	AC153616.8
ENSMUSG00000062032	AC153696.3
ENSMUSG00000071419	AC139185.5
ENSMUSG00000044965	AC133199.3
ENSMUSG00000048665	AC122296.4-1
ENSMUSG00000047905	AC122296.4-2
ENSMUSG00000076501	AC124758.6-1
ENSMUSG00000076502	AC124758.6-2
ENSMUSG00000076503	EG628027
ENSMUSG00000076504	AC171501.2-1
ENSMUSG00000076505	AC171501.2-2
ENSMUSG00000076506	AC171501.2-3
ENSMUSG00000076507	AC122814.3-1
ENSMUSG00000076508	AC122814.3-2
ENSMUSG00000076509	AC140385.3-1
ENSMUSG00000076510	AC140385.3-2
ENSMUSG00000076511	AC140385.3-3
ENSMUSG00000076512	AC140385.3-4
ENSMUSG00000076513	AC122260.3-1
ENSMUSG00000076514	AC122260.3-2
ENSMUSG00000076515	EG434025
ENSMUSG00000076516	AC122260.3-3
ENSMUSG00000076517	AC140374.3-1
ENSMUSG00000076518	EG381776
ENSMUSG00000076519	AC140374.3-2
ENSMUSG00000076520	AC140374.3-3
ENSMUSG00000076521	AC122322.4
ENSMUSG00000076522	AC122918.4-1
ENSMUSG00000076523	AC122918.4-2
ENSMUSG00000076524	AC122918.4-3
ENSMUSG00000076525	AC122918.4-4
ENSMUSG00000076526	AC174597.2-1
ENSMUSG00000076527	AC174597.2-2
ENSMUSG00000076528	AC120404.25-1
ENSMUSG00000076529	AC120404.25-2
ENSMUSG00000076530	AC120404.25-3
ENSMUSG00000076531	AC120404.25-4
ENSMUSG00000076532	AC113030.5-1
ENSMUSG00000076533	AC113030.5-2
ENSMUSG00000076534	AC113030.5-3
ENSMUSG00000076535	AC113030.5-4
ENSMUSG00000076536	AC113030.5-5
ENSMUSG00000076537	AC153614.5-1
ENSMUSG00000076538	AC153614.5-2
ENSMUSG00000076539	AC153614.5-3
ENSMUSG00000076540	AC153614.5-4
ENSMUSG00000076541	AC153614.5-5
ENSMUSG00000076542	AC153614.5-6
ENSMUSG00000076543	236047
ENSMUSG00000076544	AC158649.6-1
ENSMUSG00000076545	Gm1499
ENSMUSG00000076546	AC158649.6-2
ENSMUSG00000076547	Gm1502
ENSMUSG00000076548	AC155844.2-1
ENSMUSG00000076549	AC155844.2-2
ENSMUSG00000076550	AC156953.9-1
ENSMUSG00000076551	AC156953.9-2
ENSMUSG00000076552	AC156953.9-3
ENSMUSG00000076553	AC156953.9-4
ENSMUSG00000076554	AC156953.9-5
ENSMUSG00000076555	AC158673.10-1
ENSMUSG00000076556	AC158673.10-2
ENSMUSG00000076557	AC158673.10-3
ENSMUSG00000076558	AC158673.10-4
ENSMUSG00000076559	AC153615.4-1
ENSMUSG00000076560	AC153615.4-2
ENSMUSG00000076561	AC153615.4-3
ENSMUSG00000076562	AC153615.4-4
ENSMUSG00000076563	AC153615.4-5
ENSMUSG00000076564	AC155333.5-1
ENSMUSG00000076565	AC155333.5-2
ENSMUSG00000076566	AC155333.5-3
ENSMUSG00000076567	AC155333.5-4
ENSMUSG00000076568	AC155333.5-5
ENSMUSG00000076569	AC155333.5-6
ENSMUSG00000076570	AC154006.3-1
ENSMUSG00000076571	AC154006.3-2
ENSMUSG00000076572	AC154006.3-3
ENSMUSG00000076573	AC154006.3-4
ENSMUSG00000076574	AC154006.3-5
ENSMUSG00000076575	AC154006.3-6
ENSMUSG00000076576	AC159715.5-1
ENSMUSG00000076577	AC159715.5-2
ENSMUSG00000076578	AC159715.5-3
ENSMUSG00000076579	AC159715.5-4
ENSMUSG00000076580	AC159715.5-5
ENSMUSG00000076581	AC158672.6-1
ENSMUSG00000076582	AC158672.6-2
ENSMUSG00000076583	AC158672.6-3
ENSMUSG00000076584	AC158672.6-4
ENSMUSG00000076585	AC158672.6-5
ENSMUSG00000079230	AC158672.6-6
ENSMUSG00000076586	AC158672.6-7
ENSMUSG00000076587	AC158672.6-8
ENSMUSG00000076588	AC158672.6-9
ENSMUSG00000076589	AC158672.6-10
ENSMUSG00000076590	AC158672.6-11
ENSMUSG00000076591	Igk-V8-16
ENSMUSG00000076592	AC153855.4-1
ENSMUSG00000072477	AC153855.4-2
ENSMUSG00000079229	AC153855.4-3
ENSMUSG00000076593	AC153855.4-4
ENSMUSG00000076594	AC153855.4-5
ENSMUSG00000076595	AC153855.4-6
ENSMUSG00000076596	AC153928.5-1
ENSMUSG00000076597	AC153928.5-2
ENSMUSG00000076598	AC153928.5-3
ENSMUSG00000076599	AC153928.5-4
ENSMUSG00000076600	Igk-V21-4
ENSMUSG00000076601	AC153612.6-1
ENSMUSG00000076602	AC153612.6-2
ENSMUSG00000076603	AC153612.6-3
ENSMUSG00000076604	AC153612.6-4
ENSMUSG00000076605	AC153612.6-5
ENSMUSG00000076606	AC153612.6-6
ENSMUSG00000076607	AC153612.6-7
ENSMUSG00000076608	AC153612.6-8
ENSMUSG00000076609	Igk-C
ENSMUSG00000068396	AC154003.4-1
ENSMUSG00000071358	AC124761.4
ENSMUSG00000072476	AC131340.4
ENSMUSG00000063692	AC153998.2
ENSMUSG00000040078	AC161888.5
ENSMUSG00000072940	AC155947.8
ENSMUSG00000072939	AC158662.7
ENSMUSG00000068235	AC051638.24
ENSMUSG00000061843	AC165969.5-1
ENSMUSG00000068228	AC165969.5-2
ENSMUSG00000072894	AC165974.4-1
ENSMUSG00000069193	AC125077.4
ENSMUSG00000057356	AC113438.17
ENSMUSG00000079224	AC162389.6
ENSMUSG00000043024	AC156506.4-1
ENSMUSG00000068102	AC132350.4
ENSMUSG00000029633	AC157095.9-1
ENSMUSG00000078281	AC155722.9-1
ENSMUSG00000060214	AC147612.5-1
ENSMUSG00000062800	AC147612.5-2
ENSMUSG00000060393	AC132334.3
ENSMUSG00000071237	AC153583.10
ENSMUSG00000037792	AC135861.5-1
ENSMUSG00000072800	AC078896.23
ENSMUSG00000055093	AC155946.7
ENSMUSG00000072789	AC131715.3-1
ENSMUSG00000067783	AC131715.3-2
ENSMUSG00000053173	AC116573.7
ENSMUSG00000058700	AC123060.4-1
ENSMUSG00000079223	AC159305.3
ENSMUSG00000058873	AC148326.2
ENSMUSG00000056252	AC122820.4
ENSMUSG00000055091	AC124590.4
ENSMUSG00000071141	AC124779.4
ENSMUSG00000064163	AC133098.7-1
ENSMUSG00000072690	AC158660.4
ENSMUSG00000067389	AC155835.3
ENSMUSG00000067344	AC157091.6
ENSMUSG00000058968	AC124128.11
ENSMUSG00000063640	AC134542.3
ENSMUSG00000053885	AC140327.3-1
ENSMUSG00000056872	AC132412.2-1
ENSMUSG00000063846	CAAA01203447.1.1.8274
ENSMUSG00000079189	AC133103.5-1
ENSMUSG00000062784	AL671995.4-1
ENSMUSG00000068243	AL670169.9-1
ENSMUSG00000059706	BX890578.6
ENSMUSG00000068200	AL671335.12-1
ENSMUSG00000057869	AL672055.8
ENSMUSG00000058791	AL833805.11-1
ENSMUSG00000068176	AL671988.15-1
ENSMUSG00000071792	BX294384.19
ENSMUSG00000071791	AL672073.8-1
ENSMUSG00000055939	AL808116.6
ENSMUSG00000068112	AL773580.11
ENSMUSG00000068096	CR846091.3
ENSMUSG00000079297	CT867957.7-1
ENSMUSG00000068052	AL808133.17-1
ENSMUSG00000073239	AL590633.9
ENSMUSG00000073238	AL671889.6
ENSMUSG00000059927	AL928730.7
ENSMUSG00000047711	AL954355.10
ENSMUSG00000068014	AL671903.19
ENSMUSG00000067946	BX649621.5-1
ENSMUSG00000055574	AL672304.8
ENSMUSG00000050900	AL928886.7
ENSMUSG00000067829	AL671861.13
ENSMUSG00000045862	BX284114.6
ENSMUSG00000060753	AL672120.26
ENSMUSG00000073140	AL672026.11
ENSMUSG00000043688	BX571735.6
ENSMUSG00000059611	AL669976.11-1
ENSMUSG00000043195	AL669976.11-2
ENSMUSG00000073095	AL808110.7-1
ENSMUSG00000070641	AL808110.7-2
ENSMUSG00000048709	AL671860.6-1
ENSMUSG00000073086	AL672017.10
ENSMUSG00000067669	AL844863.7
ENSMUSG00000062764	AL590390.5-1
ENSMUSG00000067632	AL627302.20-1
ENSMUSG00000073060	CR293526.28
ENSMUSG00000058786	AL805980.28-1
ENSMUSG00000073014	AL672248.13
ENSMUSG00000040577	AL672047.10-1
ENSMUSG00000055700	AL663048.12
ENSMUSG00000059722	BX005189.9
ENSMUSG00000050355	AL672098.13
ENSMUSG00000063836	AL929062.10-1
ENSMUSG00000047099	AL929062.10-2
ENSMUSG00000067441	BX088543.11
ENSMUSG00000074353	BX005163.13-1
ENSMUSG00000071704	BX005163.13-2
ENSMUSG00000072993	AC116590.4
ENSMUSG00000071703	BX005467.6
ENSMUSG00000072990	BX005206.15-1
ENSMUSG00000072989	BX005206.15-2
ENSMUSG00000071696	CR974480.18
ENSMUSG00000078121	CR628363.12-1
ENSMUSG00000072986	BX571788.8-1
ENSMUSG00000063248	BX571788.8-2
ENSMUSG00000071694	CR974488.16
ENSMUSG00000072985	BX842674.4
ENSMUSG00000071693	AL805933.7
ENSMUSG00000072984	AL807401.11-1
ENSMUSG00000072068	AL672286.9
ENSMUSG00000061044	AL671983.18
ENSMUSG00000071680	AL731672.12
ENSMUSG00000072935	BX005213.15-1
ENSMUSG00000048071	AL731678.17-1
ENSMUSG00000051428	AL672267.10
ENSMUSG00000079401	BX682540.5
ENSMUSG00000072901	AL732420.13-1
ENSMUSG00000061146	BX119986.8-1
ENSMUSG00000079294	BX547995.5
ENSMUSG00000049329	AL672074.19
ENSMUSG00000043469	AL672284.15-1
ENSMUSG00000059461	AL672039.9
ENSMUSG00000051139	AL773568.19
ENSMUSG00000067147	AL671935.30
ENSMUSG00000045420	BX546498.7
ENSMUSG00000043396	AL669945.16
ENSMUSG00000079288	AC190165.2
ENSMUSG00000073669	AC185965.1
ENSMUSG00000054113	AC133523.3
ENSMUSG00000075283	AC140073.4
ENSMUSG00000051133	AC122861.4-1
ENSMUSG00000042878	AC122861.4-2
ENSMUSG00000075227	AC131692.5-1
ENSMUSG00000062508	AC131692.5-2
ENSMUSG00000002290	AC129188.3-1
ENSMUSG00000024761	AC109225.14
ENSMUSG00000067608	AC121967.3-1
ENSMUSG00000079226	AC148321.7
ENSMUSG00000051548	AC126266.3-1
ENSMUSG00000040065	AC129773.4
ENSMUSG00000050904	AC135633.3-1
ENSMUSG00000074985	AC121964.1
ENSMUSG00000058078	AC129322.3-1
ENSMUSG00000063586	AC116999.2
ENSMUSG00000059511	AC104095.4
ENSMUSG00000075268	AC125202.3
ENSMUSG00000046388	AC125185.3
ENSMUSG00000047168	AC152162.9
ENSMUSG00000045104	AC129205.3
ENSMUSG00000058816	AC103405.14
ENSMUSG00000062456	AC115752.8
ENSMUSG00000067224	AC170187.2
ENSMUSG00000067199	AC145557.3
ENSMUSG00000072324	AL603804.18-1
ENSMUSG00000047509	AC124716.4
ENSMUSG00000049591	AC132251.3-1
ENSMUSG00000058350	AC131105.4-1
ENSMUSG00000071497	AC137853.21
ENSMUSG00000067063	AC158549.8
ENSMUSG00000043623	AC102553.8
ENSMUSG00000071460	AC165327.4-1
ENSMUSG00000079217	AC132444.3-1
ENSMUSG00000074501	AC162941.5
ENSMUSG00000066914	AC154453.2-1
ENSMUSG00000066912	AC154453.2-2
ENSMUSG00000066905	AC132277.3
ENSMUSG00000061390	AC111009.5
ENSMUSG00000066826	AC159308.4-1
ENSMUSG00000068402	CT025664.5
ENSMUSG00000070314	AC118232.10-1
ENSMUSG00000061932	AC118232.10-2
ENSMUSG00000058521	AC068905.37
ENSMUSG00000063732	AC069559.27-1
ENSMUSG00000044107	CT025612.11
ENSMUSG00000066639	AC154336.2
ENSMUSG00000070308	AC136021.5
ENSMUSG00000074416	CT009696.9-1
ENSMUSG00000060467	AC122428.4-1
ENSMUSG00000058443	AC160997.5
ENSMUSG00000050570	CT010440.18
ENSMUSG00000059830	AC160134.2-1
ENSMUSG00000057818	AC160976.2
ENSMUSG00000059237	AC142504.2-1
ENSMUSG00000059422	AC161256.3
ENSMUSG00000079225	AC158998.2
ENSMUSG00000056031	AC158516.2
ENSMUSG00000074142	AC140392.3
ENSMUSG00000051368	AC091531.9
ENSMUSG00000080229	AC157994.2
ENSMUSG00000061486	AC138288.13-1
ENSMUSG00000057626	AC117679.8
ENSMUSG00000047011	AC161246.2
ENSMUSG00000074050	AC139378.4
ENSMUSG00000056550	AC133169.3
ENSMUSG00000066270	AC165257.2
ENSMUSG00000033925	AC123708.17
ENSMUSG00000074000	AC121264.8
ENSMUSG00000058492	AC164123.4
ENSMUSG00000058922	AC165425.2
ENSMUSG00000062588	AC102311.10
ENSMUSG00000054338	AC163387.2
ENSMUSG00000067880	AC103620.12
ENSMUSG00000046334	AC158928.6
ENSMUSG00000069620	AC118477.14
ENSMUSG00000067809	AC121789.2-1
ENSMUSG00000062131	AC121789.2-2
ENSMUSG00000073737	AC166075.2
ENSMUSG00000054314	AC135017.3
ENSMUSG00000060128	AC098736.4
ENSMUSG00000046847	AC101743.5-1
ENSMUSG00000058590	AC122020.3
ENSMUSG00000070960	AC134327.2
ENSMUSG00000079141	AC171813.2
ENSMUSG00000042188	AC163668.5
ENSMUSG00000046858	AC107766.14
ENSMUSG00000068612	AC123854.3-1
ENSMUSG00000057359	AC101702.11
ENSMUSG00000067579	AC161207.4
ENSMUSG00000060587	AC102313.8
ENSMUSG00000073674	AC099696.12
ENSMUSG00000073663	AL645702.14
ENSMUSG00000046526	AL645727.16
ENSMUSG00000057599	AL645726.22
ENSMUSG00000061631	AC158958.4-1
ENSMUSG00000067744	AC124821.5
ENSMUSG00000033204	AC139023.14-1
ENSMUSG00000067106	AC163657.3
ENSMUSG00000047306	AC121119.12
ENSMUSG00000055952	AC158960.4
ENSMUSG00000079140	AC138359.8-1
ENSMUSG00000073632	AC167036.6-1
ENSMUSG00000064281	AC167036.6-2
ENSMUSG00000073631	AC167036.6-3
ENSMUSG00000080225	AC102609.7-1
ENSMUSG00000067121	AC120860.7
ENSMUSG00000079420	AC109197.9
ENSMUSG00000073606	AC102483.8
ENSMUSG00000044757	AC102488.11
ENSMUSG00000073605	AC157923.4-1
ENSMUSG00000056311	AC157923.4-2
ENSMUSG00000045406	AC158402.6
ENSMUSG00000067017	AC124553.4
ENSMUSG00000073586	AC157770.4
ENSMUSG00000070688	AC158147.2
ENSMUSG00000058603	AC129545.5
ENSMUSG00000066956	AC170749.6
ENSMUSG00000044687	AC120217.13
ENSMUSG00000060342	AC122771.10-1
ENSMUSG00000046367	AC122771.10-2
ENSMUSG00000079139	AC130277.6
ENSMUSG00000062473	AC121113.13
ENSMUSG00000057399	AC124120.5
ENSMUSG00000063886	AC165946.4
ENSMUSG00000079138	AC117550.8
ENSMUSG00000057808	AC114588.9
ENSMUSG00000046057	AC138109.3
ENSMUSG00000054332	AC161108.2
ENSMUSG00000073527	AC154873.6
ENSMUSG00000049540	AC113015.12-1
ENSMUSG00000058622	AC113068.9
ENSMUSG00000053925	AC113490.10-1
ENSMUSG00000079137	AC084821.26
ENSMUSG00000059058	AC091521.19-1
ENSMUSG00000066693	AC074310.29
ENSMUSG00000066680	AC125268.10
ENSMUSG00000050134	AC113483.7
ENSMUSG00000073488	AC116516.7
ENSMUSG00000070489	AC119928.8-1
ENSMUSG00000075392	AC130279.5
ENSMUSG00000056989	AC121292.9-1
ENSMUSG00000066645	AC113084.12
ENSMUSG00000063025	AC182412.2
ENSMUSG00000073474	AC162692.2
ENSMUSG00000079125	CT571241.23
ENSMUSG00000062353	AC026478.5
ENSMUSG00000073235	AC026233.4
ENSMUSG00000062019	AC092404.2
ENSMUSG00000070950	AC115629.3
ENSMUSG00000078183	AC107763.25
ENSMUSG00000050152	AC158121.12
ENSMUSG00000062038	AC109165.11
ENSMUSG00000046209	AC116501.7
ENSMUSG00000067748	AC112688.10
ENSMUSG00000060879	AC116783.7
ENSMUSG00000061468	AC118010.11
ENSMUSG00000049380	AC113055.9
ENSMUSG00000067719	AC116136.9-1
ENSMUSG00000073115	AC147555.2
ENSMUSG00000073113	AC175116.2
ENSMUSG00000044591	AC112933.16
ENSMUSG00000053214	AC105298.21
ENSMUSG00000067689	AC113276.9
ENSMUSG00000057290	AC110565.7
ENSMUSG00000043462	AC144779.3
ENSMUSG00000067347	AC140277.3-1
ENSMUSG00000033036	AC164004.3-1
ENSMUSG00000072959	AC103621.6
ENSMUSG00000067331	AC127248.3
ENSMUSG00000048641	AC158786.8
ENSMUSG00000067321	AC117724.14
ENSMUSG00000055698	AC101004.6
ENSMUSG00000057577	AC102446.8-1
ENSMUSG00000058754	AC102446.8-2
ENSMUSG00000039833	AC103623.13
ENSMUSG00000044837	AC120128.17
ENSMUSG00000079068	AC101685.9
ENSMUSG00000070791	AC140317.2
ENSMUSG00000072914	AC132284.5-1
ENSMUSG00000043484	AC107770.10-1
ENSMUSG00000058819	AC161529.4
ENSMUSG00000052154	AC158939.9
ENSMUSG00000055701	AC147239.2-1
ENSMUSG00000072857	AC147239.2-2
ENSMUSG00000044840	AC127332.3
ENSMUSG00000079067	AC114638.16
ENSMUSG00000079438	AC163331.8-1
ENSMUSG00000079066	AC160533.6
ENSMUSG00000057990	AC120381.13
ENSMUSG00000078192	AC122438.2
ENSMUSG00000045238	AC125073.4
ENSMUSG00000079065	AC123687.20
ENSMUSG00000048334	AC110537.19
ENSMUSG00000044129	AC125005.15-1
ENSMUSG00000072451	AC124113.9
ENSMUSG00000051165	AC126410.12-1
ENSMUSG00000049477	AC162689.3-1
ENSMUSG00000072692	AC119205.8-1
ENSMUSG00000051294	AC159539.6-1
ENSMUSG00000066921	AC162461.6-1
ENSMUSG00000072671	AC110567.10
ENSMUSG00000072641	AC113302.13
ENSMUSG00000059352	AC114632.9
ENSMUSG00000054709	AC122789.8
ENSMUSG00000058470	AC114657.9-1
ENSMUSG00000046635	AC083948.3
ENSMUSG00000052024	AC157588.8-1
ENSMUSG00000046440	AC125115.3
ENSMUSG00000045345	AC118226.7
ENSMUSG00000058737	AC164119.4
ENSMUSG00000047902	AC093356.15-1
ENSMUSG00000057157	AC134441.4
ENSMUSG00000024437	AC122546.14-1
ENSMUSG00000062499	AC119856.13
ENSMUSG00000075527	AC154885.9-1
ENSMUSG00000079101	AC192434.2
ENSMUSG00000079100	AC141567.4-1
ENSMUSG00000049460	AC129222.4-1
ENSMUSG00000045799	AC102575.11
ENSMUSG00000072711	AC163105.5
ENSMUSG00000072705	AC158537.2-1
ENSMUSG00000035129	AC190403.1
ENSMUSG00000057584	AC154840.2
ENSMUSG00000051186	AC154759.2-1
ENSMUSG00000041707	AC133585.11
ENSMUSG00000061453	AC154239.3-1
ENSMUSG00000074553	AC154698.2
ENSMUSG00000072600	AC173966.1
ENSMUSG00000044285	AC163692.4
ENSMUSG00000062081	AC154528.2
ENSMUSG00000076758	AC126025.4
ENSMUSG00000076759	L1Md-Gf251
ENSMUSG00000076760	L1Md-Gf251
ENSMUSG00000076761	L1Md-Gf251
ENSMUSG00000076762	L1Md-Gf251
ENSMUSG00000076763	L1Md-Gf251
ENSMUSG00000076764	L1Md-Gf251
ENSMUSG00000076765	L1Md-Gf251
ENSMUSG00000076766	AC166823.3-1
ENSMUSG00000062113	AC166823.3-2
ENSMUSG00000076767	AC166823.3-3
ENSMUSG00000076768	Gm701
ENSMUSG00000076769	AC126250.4-1
ENSMUSG00000076770	AC126250.4-2
ENSMUSG00000076771	AC126250.4-3
ENSMUSG00000076772	AC126250.4-4
ENSMUSG00000076773	Tcra-V22.1
ENSMUSG00000076774	Gm1220
ENSMUSG00000076775	AC126250.4-5
ENSMUSG00000076776	AC126250.4-6
ENSMUSG00000076777	Tcra-V8
ENSMUSG00000076778	AC126250.4-7
ENSMUSG00000076779	AC126250.4-8
ENSMUSG00000072551	AC126250.4-9
